,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.021212121212121206,0.0,0.0,0.0015151515151515152,0.0030303030303030303,0.0015151515151515152,0.0015151515151515152,0.0015151515151515152,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.014772727272727276,0.007954545454545455,0.006818181818181819,0.003409090909090909,0.0022727272727272726,0.0011363636363636363,0.0,0.0011363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.003952569169960474,0.013833992094861657,0.009881422924901184,0.0,0.0,0.001976284584980237,0.001976284584980237,0.001976284584980237,0.001976284584980237,0.0,0.001976284584980237,0.0,0.0,0.0,0.0,0.001976284584980237,0.0,0.0
3,0.0,0.00909090909090909,0.005454545454545455,0.0036363636363636364,0.0018181818181818182,0.012727272727272726,0.0036363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0034965034965034965,0.0,0.0034965034965034965,0.0,0.02097902097902098,0.01048951048951049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0030303030303030303,0.0015151515151515152,0.0030303030303030303,0.0015151515151515152,0.0015151515151515152,0.0015151515151515152,0.02272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.004662004662004662,0.002331002331002331,0.002331002331002331,0.0011655011655011655,0.002331002331002331,0.002331002331002331,0.004662004662004662,0.0,0.0011655011655011655,0.0,0.0,0.0,0.005827505827505828,0.00815850815850816,0.0034965034965034965,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.005681818181818182,0.0,0.011363636363636364,0.005681818181818182,0.0,0.005681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.00909090909090909,0.0,0.0,0.013636363636363636,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.004545454545454545
9,0.0,0.0,0.0,0.0,0.0,0.0015151515151515152,0.0015151515151515152,0.0,0.0,0.018181818181818177,0.0,0.0,0.0,0.0030303030303030303,0.0,0.004545454545454545,0.0,0.0030303030303030303
10,0.0,0.0,0.0,0.0011363636363636363,0.0,0.0,0.0,0.0,0.0,0.0011363636363636363,0.020454545454545458,0.004545454545454545,0.005681818181818182,0.0,0.0011363636363636363,0.005681818181818182,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001976284584980237,0.005928853754940711,0.013833992094861657,0.003952569169960474,0.0,0.005928853754940711,0.005928853754940711,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014545454545454544,0.0036363636363636364,0.007272727272727273,0.0,0.005454545454545455,0.005454545454545455,0.0,0.0018181818181818182
13,0.0,0.0,0.0,0.0034965034965034965,0.0,0.0,0.0034965034965034965,0.0,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.02097902097902098,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0030303030303030303,0.0015151515151515152,0.006060606060606061,0.007575757575757576,0.0,0.0030303030303030303,0.010606060606060605,0.0015151515151515152,0.0
15,0.0,0.0011655011655011655,0.0,0.002331002331002331,0.002331002331002331,0.0,0.0011655011655011655,0.0011655011655011655,0.0,0.004662004662004662,0.0034965034965034965,0.002331002331002331,0.0011655011655011655,0.0011655011655011655,0.010489510489510492,0.009324009324009326,0.0011655011655011655,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005681818181818182,0.011363636363636364
17,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.004545454545454545,0.0,0.0,0.004545454545454545
